,year_built,Price,km_driven,fuel,seller_type,transmission,previous_owners,Brand,Model
309,2017,700000,21170,Diesel,Dealer,Manual,Zero,Ford,Ford Aspire Titanium
310,2013,2000000,167223,Diesel,Dealer,Automatic,Zero,BMW,BMW 3 Series
311,2017,1000000,40000,Diesel,Individual,Manual,Zero,Maruti,Maruti Ertiga SHVS
312,2011,1375000,60000,Diesel,Individual,Automatic,Zero,BMW,BMW X1 sDrive
313,2016,1800000,141440,Diesel,Dealer,Manual,Zero,Toyota,Toyota Innova Crysta
314,2007,160000,120000,Diesel,Individual,Manual,Two,Chevrolet,Chevrolet Tavera Neo
315,2012,525000,140000,Petrol,Individual,Automatic,Zero,Mitsubishi,Mitsubishi Outlander 2.4
316,2012,850000,212814,Diesel,Dealer,Manual,Zero,Mahindra,Mahindra XUV500 W8
317,2019,800000,30000,Diesel,Individual,Manual,Zero,Maruti,Maruti Baleno Alpha
318,2017,700000,88635,Diesel,Dealer,Manual,Zero,Ford,Ford Figo Aspire
319,2018,800000,25000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift Dzire
320,2017,575000,20000,Petrol,Individual,Manual,One,Hyundai,Hyundai i20 1.2
321,2012,350000,110000,Diesel,Individual,Manual,One,Renault,Renault Duster 110PS
322,2008,250000,120000,Diesel,Individual,Manual,Two,Maruti,Maruti Swift Vdi
323,2011,600000,149674,Diesel,Dealer,Manual,One,Ford,Ford Endeavour Titanium
324,2007,370000,100000,Diesel,Individual,Manual,Two,Mahindra,Mahindra Scorpio 2.6
325,2006,80000,120000,Petrol,Individual,Manual,Two,Maruti,Maruti Baleno Vxi
326,2003,50000,120000,Diesel,Individual,Manual,One,Tata,Tata Indica DLX
327,2018,900000,25000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Verna CRDi
328,2014,300000,35000,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
329,2002,125000,40000,Petrol,Individual,Manual,Zero,Tata,Tata Indica LSI
330,2015,490000,60000,Diesel,Individual,Manual,One,Maruti,Maruti Swift Dzire
331,2012,300000,50000,Diesel,Individual,Manual,One,Toyota,Toyota Etios Liva
332,2016,350000,25000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Grand i10
333,2019,755000,8000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Grand i10
334,2017,720000,60000,Diesel,Individual,Manual,Zero,Maruti,Maruti Ertiga SHVS
335,2006,229999,200000,Diesel,Individual,Manual,Two,Mahindra,Mahindra Bolero SLX
336,2018,1100000,20000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Scorpio S7
337,2013,400000,100000,Petrol,Individual,Manual,Zero,Volkswagen,Volkswagen Polo Petrol
338,2015,350000,70000,Diesel,Individual,Manual,One,Hyundai,Hyundai Xcent 1.1
339,2012,159000,68000,Diesel,Dealer,Manual,Zero,Chevrolet,Chevrolet Beat Diesel
340,2017,550000,38000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Swift ZXi
341,2013,335000,80000,Diesel,Dealer,Manual,Zero,Maruti,Maruti Ritz VDi
342,2014,185000,72000,CNG,Dealer,Manual,Zero,Tata,Tata Indigo CS
343,2012,229999,75000,CNG,Dealer,Manual,Zero,Maruti,Maruti Eeco 5
344,2014,225000,43000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Estilo LXI
345,2007,250000,120000,Petrol,Individual,Manual,One,Maruti,Maruti Swift VXI
346,2015,400000,100000,Diesel,Individual,Manual,Zero,Tata,Tata Zest Quadrajet
347,2014,470000,163000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift VDI
348,2018,300000,25000,Petrol,Individual,Automatic,Zero,Maruti,Maruti Alto K10
349,2011,145000,25000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto LX
350,2007,100000,90000,Petrol,Individual,Manual,One,Maruti,Maruti SX4 Vxi
351,2014,500000,70000,Diesel,Individual,Manual,One,Mahindra,Mahindra Scorpio SLE
352,2010,130000,98000,CNG,Individual,Manual,One,Hyundai,Hyundai Santro Xing
353,2010,240000,81925,Diesel,Individual,Manual,Zero,Chevrolet,Chevrolet Cruze LTZ
354,2013,150000,80000,Diesel,Individual,Manual,One,Ford,Ford Figo Diesel
355,2017,270000,40000,Petrol,Individual,Manual,Zero,Renault,Renault KWID RXT
356,2014,400000,90000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift Dzire
357,2012,200000,46000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Era
358,2012,550000,80000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra XUV500 W6
359,2018,325000,35000,Petrol,Individual,Manual,Zero,Renault,Renault KWID 1.0
360,2017,860000,82080,Diesel,Individual,Automatic,Zero,Skoda,Skoda Rapid 1.5
361,2012,600000,200000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra XUV500 W8
362,2009,125000,70000,Petrol,Individual,Manual,Zero,Chevrolet,Chevrolet Spark 1.0
363,2000,60000,40000,Petrol,Individual,Manual,Two,Maruti,Maruti 800 AC
364,2010,300000,120000,Diesel,Individual,Manual,Two,Chevrolet,Chevrolet Tavera Neo
365,2007,190000,60000,Petrol,Individual,Manual,Two,Ford,Ford Fiesta 1.6
366,2013,400000,110000,Diesel,Individual,Manual,Zero,Maruti,Maruti Ertiga VDI
367,2011,260000,97000,Diesel,Individual,Manual,One,Tata,Tata Manza Aura
368,2017,400000,30000,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift VVT
369,2010,250000,40000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i20 Sportz
370,2019,600000,10000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Grand i10
371,2010,175000,52047,Petrol,Individual,Manual,Zero,Maruti,Maruti Zen Estilo
372,2011,450000,200000,Diesel,Individual,Manual,Two,Toyota,Toyota Innova 2.5
373,2019,350000,15000,Petrol,Individual,Automatic,One,Tata,Tata Tiago 1.2
374,2018,800000,50000,Diesel,Individual,Manual,Zero,Maruti,Maruti Vitara Brezza
375,2011,250000,70000,Petrol,Individual,Manual,One,Maruti,Maruti Swift VXI
376,2019,600000,10000,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift VXI
377,2017,600000,90000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift VDI
378,2016,130000,40000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto 800
379,2006,90000,62009,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
380,2017,595000,33100,Petrol,Individual,Manual,One,Hyundai,Hyundai i20 Active
381,2014,190000,40000,Petrol,Individual,Manual,One,Hyundai,Hyundai EON Era
382,1999,50000,120000,Petrol,Individual,Manual,One,Hyundai,Hyundai Santro GLS
383,2007,95000,80000,Petrol,Individual,Manual,Zero,Maruti,Maruti Wagon R
384,2016,1000000,70000,Diesel,Individual,Manual,Zero,Tata,Tata Safari Storme
385,2006,220000,220000,Petrol,Individual,Manual,One,Mahindra,Mahindra Scorpio REV
386,2010,400000,50000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Bolero SLX
387,2015,315000,45000,Petrol,Individual,Manual,One,Datsun,Datsun GO Plus
388,2014,1000000,110000,Diesel,Individual,Manual,Zero,Toyota,Toyota Fortuner 4x4
389,2014,500000,49000,Diesel,Individual,Manual,Zero,Ford,Ford Ecosport 1.5
390,2018,1600000,35000,Diesel,Individual,Automatic,Zero,Mahindra,Mahindra XUV500 W11
391,2017,500000,160000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Supro VX
392,2007,70000,180000,Petrol,Individual,Manual,Two,Maruti,Maruti Alto LX
393,2007,105000,60000,Petrol,Individual,Manual,One,Maruti,Maruti 800 AC
394,2008,400000,110000,Diesel,Individual,Manual,Two,Ford,Ford Endeavour 2.5L
395,2004,80000,60000,Petrol,Individual,Manual,Two,Maruti,Maruti Wagon R
396,2016,300000,30000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto 800
397,2017,409999,40000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra KUV 100
398,2009,250000,70000,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift Glam
399,2010,250000,120000,Diesel,Individual,Manual,One,Tata,Tata New Safari
400,2012,215000,80000,Diesel,Individual,Manual,Two,Maruti,Maruti Swift Dzire
401,2015,1400000,120000,Diesel,Individual,Manual,Zero,Toyota,Toyota Fortuner 4x4
402,2018,475000,20000,Petrol,Individual,Manual,Zero,Honda,Honda Brio 1.2
403,2018,475000,22000,Petrol,Individual,Manual,Zero,Honda,Honda Brio 1.2
404,2008,75000,35000,Petrol,Individual,Manual,One,Chevrolet,Chevrolet Spark 1.0
405,2013,200000,120000,Diesel,Individual,Manual,One,Chevrolet,Chevrolet Sail Hatchback
406,2019,575000,8000,Petrol,Individual,Manual,Zero,Tata,Tata Tiago NRG
407,2011,150000,40000,Diesel,Individual,Manual,One,Maruti,Maruti Ritz VDi
408,2018,850000,10000,Diesel,Individual,Manual,Zero,Maruti,Maruti Vitara Brezza
409,2019,350000,30000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Santro Era
410,2011,550000,54000,Diesel,Individual,Manual,One,Ford,Ford Endeavour 2.5L
411,2017,330000,80577,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Verna 1.4
412,2017,1044999,25000,Diesel,Individual,Manual,Zero,Honda,Honda City i-DTEC
413,2011,300000,127500,Diesel,Individual,Manual,One,Hyundai,Hyundai Verna 1.6
414,2015,235000,40903,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai EON D
415,2011,120000,60000,Petrol,Individual,Manual,Two,Ford,Ford Figo Petrol
416,2004,130000,46000,Petrol,Individual,Manual,Zero,Maruti,Maruti Wagon R
417,2004,275000,22288,Diesel,Dealer,Manual,One,Ford,Ford Endeavour 4x4
418,2011,270000,180000,Diesel,Individual,Manual,One,Volkswagen,Volkswagen Jetta 2.0
419,2015,500000,30000,Diesel,Individual,Manual,One,Volkswagen,Volkswagen Polo 1.5
420,2015,400000,61690,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Grand i10
421,2015,600000,64484,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai i20 Asta
422,2012,1350000,90000,Diesel,Individual,Automatic,One,Audi,Audi Q5 2.0
423,2013,400000,75976,Diesel,Dealer,Manual,One,Renault,Renault Duster 85PS
424,2011,220000,70000,Diesel,Individual,Manual,One,Ford,Ford Figo Diesel
425,2012,300000,85962,Petrol,Dealer,Manual,One,Honda,Honda Brio E
426,2018,250000,120000,Petrol,Individual,Manual,Zero,Maruti,Maruti Omni E
427,2015,600000,120000,Diesel,Individual,Manual,Zero,Honda,Honda Mobilio V
428,2012,285000,75000,Petrol,Individual,Automatic,One,Honda,Honda Brio S
429,2009,350000,57035,Petrol,Dealer,Manual,Zero,Honda,Honda Accord 2.4
430,2011,170000,70000,Diesel,Individual,Manual,Two,Mahindra,Mahindra Bolero SLX
431,2015,229999,45000,Petrol,Individual,Manual,Zero,Ford,Ford Figo 1.2P
432,2013,500000,72104,Diesel,Dealer,Manual,One,Mahindra,Mahindra XUV500 W6
433,2011,75000,15000,Petrol,Individual,Manual,Zero,Tata,Tata Nano Lx
434,2016,600000,30000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i20 Active
435,2011,220000,80000,Diesel,Individual,Manual,Zero,Tata,Tata Indigo LS
436,2009,150000,164000,Diesel,Individual,Manual,One,Tata,Tata Indica Vista
437,2006,65000,124439,Petrol,Individual,Manual,One,Maruti,Maruti Alto LX
438,2006,120000,77000,Petrol,Individual,Manual,One,Maruti,Maruti Zen VXI
439,2014,240000,90000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift Dzire
440,2017,390000,30000,Petrol,Individual,Manual,Zero,Renault,Renault KWID 1.0
441,2012,180000,50000,Petrol,Individual,Manual,Zero,Chevrolet,Chevrolet Beat LS
442,2012,320000,80000,Diesel,Individual,Manual,One,Maruti,Maruti Swift VDI
443,2018,310000,5000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto 800
444,2018,420000,24000,Petrol,Individual,Automatic,Zero,Maruti,Maruti Wagon R
445,2019,550000,10000,Petrol,Individual,Manual,Zero,Tata,Tata Tiago NRG
446,2016,550000,78000,Diesel,Individual,Manual,Two,Maruti,Maruti Ertiga SHVS
447,2018,760000,50000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra TUV 300
448,2001,43000,100000,Petrol,Individual,Manual,One,Maruti,Maruti 800 AC
449,2018,250000,20000,Petrol,Individual,Manual,Zero,Maruti,Maruti Omni MPI
450,2019,500000,1250,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Santro Magna
451,2015,380000,17152,Petrol,Individual,Manual,Zero,Tata,Tata Zest Revotron
452,2019,1850000,5000,Diesel,Individual,Automatic,Zero,Mahindra,Mahindra XUV500 W11
453,2012,350000,77000,Diesel,Individual,Manual,Zero,Volkswagen,Volkswagen Polo Diesel
454,2008,195000,90000,Diesel,Individual,Manual,One,Hyundai,Hyundai Verna CRDi
455,2011,225000,80000,Petrol,Individual,Manual,One,Chevrolet,Chevrolet Beat LS
456,2015,1125000,65000,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova 2.5
457,2011,133000,80000,Diesel,Individual,Manual,Zero,Tata,Tata Indica Vista
458,2013,200000,24005,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Era
459,2018,940000,20000,Diesel,Individual,Manual,Zero,Maruti,Maruti Vitara Brezza
460,2014,400000,120000,Diesel,Individual,Manual,Zero,Renault,Renault Duster 85PS
461,2009,120000,120000,Petrol,Individual,Manual,One,Hyundai,Hyundai i10 Era
462,2015,625000,80000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift Dzire
463,2005,110000,80000,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift 1.3
464,2012,490000,100000,Diesel,Individual,Manual,Zero,Renault,Renault Duster 110PS
465,2009,140000,120000,Petrol,Individual,Manual,One,Maruti,Maruti Alto LX
466,2011,175000,149000,Diesel,Individual,Manual,One,Ford,Ford Figo Diesel
467,2005,90000,65000,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
468,2009,275000,100000,Diesel,Individual,Manual,One,Maruti,Maruti Swift Ldi
469,2011,300000,65000,Diesel,Individual,Manual,One,Volkswagen,Volkswagen Vento Diesel
470,2018,270000,19000,Petrol,Individual,Manual,One,Datsun,Datsun GO Plus
471,2010,130000,80000,Petrol,Individual,Manual,One,Chevrolet,Chevrolet Beat LT
472,2015,275000,30000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto K10
473,2012,352000,109000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift VDI
474,2012,150000,90000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto LX
475,2011,300000,65000,Diesel,Individual,Manual,One,Volkswagen,Volkswagen Vento Diesel
476,2010,300000,110000,Diesel,Individual,Manual,One,Maruti,Maruti Swift Vdi
477,2007,225000,120000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Bolero DI
478,2014,600000,44000,Diesel,Individual,Manual,Zero,Honda,Honda Mobilio V
479,2015,500000,80000,Petrol,Individual,Manual,Zero,Maruti,Maruti Ertiga BSIV
480,2018,900000,5000,Petrol,Individual,Manual,Zero,Honda,Honda BR-V i-VTEC
481,2016,600000,61000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i20 Magna
482,2011,450000,100000,Diesel,Individual,Manual,One,Toyota,Toyota Etios VD
483,2009,270000,27633,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i10 Era
484,2010,310000,100000,Diesel,Individual,Manual,Two,Maruti,Maruti Swift Vdi
485,2019,700000,12586,Petrol,Dealer,Manual,Zero,Ford,Ford Figo 1.2P
486,2018,650000,38083,Diesel,Dealer,Manual,Zero,Fiat,Fiat Avventura Urban
487,2012,400000,55328,Diesel,Dealer,Manual,Zero,Ford,Ford Figo Diesel
488,2012,425000,81632,Diesel,Dealer,Manual,Zero,Ford,Ford Figo Diesel
489,2016,600000,155201,Diesel,Dealer,Manual,Zero,Ford,Ford Aspire Titanium
490,2013,600000,93283,Diesel,Dealer,Manual,Zero,Ford,Ford EcoSport 1.5
491,2009,300000,217871,Diesel,Dealer,Manual,Zero,Maruti,Maruti Swift Ldi
492,2012,450000,90165,Diesel,Dealer,Manual,Zero,Ford,Ford Fiesta Classic
493,2014,750000,101504,Diesel,Dealer,Manual,Zero,Ford,Ford Ecosport 1.5
494,2010,325000,86017,Diesel,Dealer,Manual,One,Ford,Ford Figo Titanium
495,2013,900000,85036,Diesel,Dealer,Manual,One,Mahindra,Mahindra XUV500 W8
496,2006,180000,91086,Petrol,Dealer,Manual,One,Ford,Ford Ikon 1.3L
497,2013,350000,160254,Diesel,Dealer,Manual,One,Fiat,Fiat Punto 1.3
498,2013,600000,125531,Diesel,Dealer,Manual,One,Ford,Ford EcoSport 1.5
499,2019,900000,60000,Diesel,Individual,Manual,Zero,Honda,Honda WR-V i-DTEC
500,2006,350000,100000,Diesel,Individual,Manual,Zero,Skoda,Skoda Laura L
501,2013,280000,90000,Diesel,Individual,Manual,Two,Maruti,Maruti Ritz LDi
502,2009,225000,120000,Diesel,Individual,Manual,One,Mahindra,Mahindra Xylo D2
503,2014,520000,82000,Diesel,Individual,Manual,Zero,Honda,Honda City i
504,2016,509999,60000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Scorpio 1.99
505,2019,556000,24000,Petrol,Individual,Manual,Zero,Maruti,Maruti Baleno Alpha
506,2014,225000,120000,Diesel,Individual,Manual,Zero,Tata,Tata Indigo Grand
507,2013,325000,65000,Diesel,Dealer,Manual,Zero,Honda,Honda Amaze EX
508,2013,365000,65000,Diesel,Dealer,Manual,Zero,Maruti,Maruti Swift VDI
509,2015,850000,84000,Diesel,Dealer,Manual,Zero,Hyundai,Hyundai Creta 1.6
510,2013,350000,75000,Diesel,Dealer,Manual,Zero,Toyota,Toyota Etios GD
511,2007,225000,50000,Diesel,Dealer,Manual,Zero,Maruti,Maruti Swift VDI
512,2011,135000,50000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto LX
513,2007,140000,49000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Wagon R
514,2016,665000,560000,Diesel,Dealer,Manual,Zero,Maruti,Maruti SX4 S
515,2015,275000,14365,Petrol,Dealer,Manual,Zero,Renault,Renault KWID RXT
516,2017,2750000,41000,Diesel,Individual,Automatic,Zero,Toyota,Toyota Fortuner 2.8
517,2013,484999,65000,Diesel,Dealer,Manual,Zero,Hyundai,Hyundai Verna 1.6
518,2015,565000,65000,Diesel,Dealer,Manual,Zero,Maruti,Maruti Ciaz VDi
519,2013,425000,61083,Diesel,Dealer,Manual,Zero,Maruti,Maruti Swift Dzire
520,2013,925000,75000,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova 2.5
521,2012,565000,72000,Diesel,Dealer,Manual,Zero,Mahindra,Mahindra Scorpio VLX
522,2014,525000,65000,Diesel,Dealer,Manual,Zero,Renault,Renault Duster 110PS
523,2017,1650000,55000,Diesel,Dealer,Manual,Zero,Hyundai,Hyundai Tucson 2.0
524,2015,295000,21000,Petrol,Dealer,Manual,One,Hyundai,Hyundai EON Era
525,2012,2050000,66363,Petrol,Dealer,Automatic,One,Jaguar,Jaguar XF 5.0
526,2018,1475000,11700,Petrol,Dealer,Automatic,Zero,Hyundai,Hyundai Creta 1.6
527,2017,1100000,10000,Petrol,Individual,Automatic,Zero,Hyundai,Hyundai Verna VTVT
528,2014,4400000,100000,Diesel,Individual,Automatic,One,Mercedes-Benz,Mercedes-Benz GL-Class 350
529,2017,850000,20000,Petrol,Dealer,Automatic,One,Volkswagen,Volkswagen Polo GTI
530,2018,1725000,23974,Diesel,Dealer,Automatic,One,Toyota,Toyota Innova Crysta
531,2016,2150000,43000,Diesel,Dealer,Automatic,Zero,BMW,BMW 3 Series
532,2013,450000,1000,Diesel,Dealer,Manual,One,Renault,Renault Duster 85PS
533,2018,3800000,10000,Diesel,Dealer,Automatic,Zero,Mercedes-Benz,Mercedes-Benz C-Class Progressive
534,2013,1580000,86000,Diesel,Dealer,Automatic,Zero,Audi,Audi A4 3.0
535,2019,4950000,30000,Diesel,Dealer,Automatic,Zero,BMW,BMW X5 xDrive
536,2016,535000,52600,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Creta 1.6
537,2012,225000,110000,Petrol,Individual,Manual,One,Maruti,Maruti SX4 Vxi
538,2017,550000,19890,Petrol,Dealer,Automatic,Zero,Hyundai,Hyundai Grand i10
539,2017,520000,10510,Petrol,Dealer,Automatic,Zero,Hyundai,Hyundai Grand i10
540,2016,239000,41000,Petrol,Dealer,Manual,Zero,Chevrolet,Chevrolet Beat LT
541,2012,229999,49824,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai i10 Magna
542,2013,1300000,58500,Diesel,Dealer,Automatic,Zero,Audi,Audi A6 2.0
543,2005,80000,56580,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Santro GS
544,2012,385000,52000,Diesel,Dealer,Manual,Zero,Skoda,Skoda Laura Ambiente
545,2013,450000,1000,Diesel,Dealer,Manual,One,Renault,Renault Duster 85PS
546,2018,3800000,10000,Diesel,Dealer,Automatic,Zero,Mercedes-Benz,Mercedes-Benz C-Class Progressive
547,2013,1580000,86000,Diesel,Dealer,Automatic,Zero,Audi,Audi A4 3.0
548,2019,4950000,30000,Diesel,Dealer,Automatic,Zero,BMW,BMW X5 xDrive
549,2016,535000,52600,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Creta 1.6
550,2012,225000,110000,Petrol,Individual,Manual,One,Maruti,Maruti SX4 Vxi
551,2017,550000,19890,Petrol,Dealer,Automatic,Zero,Hyundai,Hyundai Grand i10
552,2017,520000,10510,Petrol,Dealer,Automatic,Zero,Hyundai,Hyundai Grand i10
553,2016,239000,41000,Petrol,Dealer,Manual,Zero,Chevrolet,Chevrolet Beat LT
554,2012,229999,49824,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai i10 Magna
555,2013,1300000,58500,Diesel,Dealer,Automatic,Zero,Audi,Audi A6 2.0
556,2005,80000,56580,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Santro GS
557,2012,385000,52000,Diesel,Dealer,Manual,Zero,Skoda,Skoda Laura Ambiente
558,2013,450000,1000,Diesel,Dealer,Manual,One,Renault,Renault Duster 85PS
559,2018,3800000,10000,Diesel,Dealer,Automatic,Zero,Mercedes-Benz,Mercedes-Benz C-Class Progressive
560,2013,1580000,86000,Diesel,Dealer,Automatic,Zero,Audi,Audi A4 3.0
561,2019,4950000,30000,Diesel,Dealer,Automatic,Zero,BMW,BMW X5 xDrive
562,2016,535000,52600,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Creta 1.6
563,2012,225000,110000,Petrol,Individual,Manual,One,Maruti,Maruti SX4 Vxi
564,2017,550000,19890,Petrol,Dealer,Automatic,Zero,Hyundai,Hyundai Grand i10
565,2017,520000,10510,Petrol,Dealer,Automatic,Zero,Hyundai,Hyundai Grand i10
566,2016,239000,41000,Petrol,Dealer,Manual,Zero,Chevrolet,Chevrolet Beat LT
567,2012,229999,49824,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai i10 Magna
568,2013,1300000,58500,Diesel,Dealer,Automatic,Zero,Audi,Audi A6 2.0
569,2005,80000,56580,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Santro GS
570,2012,385000,52000,Diesel,Dealer,Manual,Zero,Skoda,Skoda Laura Ambiente
571,2013,450000,1000,Diesel,Dealer,Manual,One,Renault,Renault Duster 85PS
572,2018,3800000,10000,Diesel,Dealer,Automatic,Zero,Mercedes-Benz,Mercedes-Benz C-Class Progressive
573,2013,1580000,86000,Diesel,Dealer,Automatic,Zero,Audi,Audi A4 3.0
574,2019,4950000,30000,Diesel,Dealer,Automatic,Zero,BMW,BMW X5 xDrive
575,2016,535000,52600,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Creta 1.6
576,2012,225000,110000,Petrol,Individual,Manual,One,Maruti,Maruti SX4 Vxi
577,2017,550000,19890,Petrol,Dealer,Automatic,Zero,Hyundai,Hyundai Grand i10
578,2017,520000,10510,Petrol,Dealer,Automatic,Zero,Hyundai,Hyundai Grand i10
579,2016,239000,41000,Petrol,Dealer,Manual,Zero,Chevrolet,Chevrolet Beat LT
580,2012,229999,49824,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai i10 Magna
581,2013,1300000,58500,Diesel,Dealer,Automatic,Zero,Audi,Audi A6 2.0
582,2005,80000,56580,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Santro GS
583,2012,385000,52000,Diesel,Dealer,Manual,Zero,Skoda,Skoda Laura Ambiente
